id,tweet,language
1.41840095824191E+018,"The religious is always under surveillance, kyuki uppar wala sab dekh rha hai! 😆😆  #Pegasus #PegasusProject #PegasusSnoopgate",en
1.42280314820948E+018,"Shiv Sena Rajya Sabha MP @rautsanjay61 defend the Opposition stalling the Parliament decision.He said, #PegasusSnoopgate is very important issue related to national security. BJP ally Bihar Chief Minister @NitishKumar has also demanded probe in same matter. @NewIndianXpress",en
1.41713082015471E+018,"साहेब ने तो 2014 में ही कहा था  ""घर घर मोदी""  तभी समझ आ जाना चाहिए था. #PegasusSnoopgate",hi
1.41751957540762E+018,#Pegasus is your brain child. Keep feeding it before it dies. You have every right to make allegations but you too have the onus to prove it right. Keep beating your drums.   #PegasusSnoopgate  #KarnatakaPolitics  #stalking  #phonetapping  #operationlotus  #bjp4india  #SnoopGate,en
1.41713276589658E+018,"ফোন ট্যাপিং ও বিভিন্ন অসাধু উপায় অবলম্বন করে 77 টি সিট পেয়েছে, যদি প্লেয়ার প্লে হতো তাহলে 17 টি হতো কিনা সন্দেহ   #PegasusSpyware  #PegasusSnoopingScandal  #PegasusSnoopgate",bn
1.41699826007856E+018,Military grade spyware: Nothing to do with national security. #PegasusSnoopgate,en
1.41820881955379E+018,Police arrested all the @INCTelangana leaders including CLP leader @YoursBhatti while marching from Indira Park to Raj bhavan protesting against use of ModiSha #PegasusSnoopgate on our own citizens.  @revanth_anumula  @IYC  https://t.co/JS1fiSJFM0,en
1.41715508546172E+018,@AmanChopra_ @ZeeNews @sudhirchaudhary Aman Chopra and Sudhir Chaudhry are two small round ball of Modi 😂😂😂 who always keep hanging under ……….. the shadow of ZeeNews #PMModi  #PegasusSnoopgate,en
1.41956185216657E+018,ஒன்றுக்கும் உதவாத ஒன்றிய அரசுக்கு  ஒட்டு கேட்க நேரமிருக்கு!  ஏழெட்டுமாதங்கள் போராடும் ஏழை விவசாயிகளை ஏறெடுத்து பார்க்கக்கூட நேரமில்லை! 😭  #FarmersProtest #FarmersParliament #FarmersProtest_AtParliament #PegasusSnoopgate #PegasusSpyware #ஒன்றியஅரசு #RepealFarmLaws  https://t.co/MyKN1TIbLQ,ta
1.41876012200469E+018,@Suzzain21 @Vini_J26 70 सालो मैं देश विदेश की जनता भूल गयी थी अब 70 सालो तक याद रखेगी #PegasusSnoopgate #FarmersProtest_AtParliament #RafaleScam #OxygenShortage #rahulexposescovidfailures #देश_महंगाई_पर_मांगे_जवाब,hi
1.41749660681602E+018,#BhartiyaJasoosParty #PegasusSnoopgate #SnoopendraModi Pegasus software is not a free software . Cost of 1 license is 70 Lakhs . Which  equals to Cost of 200 Oxygen concentrator or 1000 Oxygen cylinder's think if the money was not wasted we would have not lost our loved ones.  https://t.co/vyFixadIsX,en
1.4191823170257E+018,"@RavinderKapur2 @TajendraRajora @TweetInder @dsouza_wilbro @KrisNair1 @SamHarris2429 @shuchitasrivast @JoeSaldanha @Trendsetting123 @PeeMoody @SethLalits @NakeRsssss @Ajaykumar00009 @philpjg @KJSingh12518759 @Comm0nMaNZ @hamsoon @ronaldrajanna @prachi_shirur @joerave @AmitabhAAV @Stanalb @Shubham_RI @priyankagandhi @fredhamilton @drshamamohd @LambaAlka @srivatsayb @RahulGandhi @DrAshwani_Kumar @SaketGokhale @rupagulab @pathan_neamath @SaddamSamsadINC @Dsouzaclyde @Pawankhera @srinivasiyc @geetv79 @kukk44 @INCMinority @SujataIndia1st @psmanwatkar @priyapyadav18 @dennisckurian @watdehel @PadmraniK @rkmarar9 @INCSMV @wackygeniuus #PegasusSnoopgate : Govt Should Stop Harassing Journalists, Says Media Watchdog As Police Visit ‘The Wire’ Office  https://t.co/87ydDyogzP",en
1.42407031741307E+018,@srinivasiyc “Your mobile secrets is my palm/hand.. be careful” 😎 #PegasusSnoopgate,en
1.42219411229642E+018,@sujitsingh__ पलटू राम का नया पलटवार हा हा हा 😅🤣😂प्रवक्ता बेचारे खामोश क्या करे कमाल है राजनीती का फुटबॉल की तरह या बेपेंदी के लोटे की तरह अपनी सहूलियत के हिसाब से इधर से उधर या पार्टी बदलते रहते है 😡  #PegasusSnoopgate #Pegasus  https://t.co/4lXdQbAhRj,hi
1.41776556980623E+018,"@ColSanjayPande fireworks will continue for 10 days, from the Media consortium exposing the #PegasusSnoopgate",en
1.41715705496845E+018,Siddhu saga will definitely help Captain Amrinder to be the next Punjab CM......from BJP! #PegasusSnoopgate #PunjabCongress #Congress #Delhi #Congress  #BJP #PunjabElections2022,en
1.41900148690266E+018,"#PegasusSnoopgate എന്നും പറഞ്ഞു കരഞ്ഞവർ എല്ലത്തിനേം ഇതിൽ കാണാം  അവരാരും പക്ഷേ മിണ്ടില്ല , ലക്ഷ്യം വേറൊന്ന് ആണല്ലോ",ml
1.41815379088096E+018,"पेगासस जासूसी प्रकरण, सुप्रीम कोर्ट में एसआईटी जांच और सॉफ्टवेयर खरीदने की रोक की मांग को लेकर PIL दाखिल #PegasusSnoopgate #Pegasus    https://t.co/wNAGscTW32 via @law_trend",hi
1.41864880962673E+018,"एक शब्द है ""गलीज़"" ये शब्द बड़ा शूट करता है 15 लाख का शूट पहनने वाले पे। #PegasusSnoopgate .  https://t.co/liqJ4fUUIX",hi
1.41814458291981E+018,"मोदी सरकार ने “पेगासस जासूसी कांड” के जरिये देश के लोकतंत्र पर सीधा आक्रमण किया।  #राजस्थान प्रदेश कांग्रेस कमेटी के अध्यक्ष @GovindDotasra जी नेतृत्व में राजभवन, जयपुर का घेराव एवं प्रदर्शन कार्यक्रम में शिरकत की।  #PegasusSnoopgate #Pegasus #India  @ashokgehlot51 @ajaymaken  https://t.co/ltznYrycvq",hi
1.42154636656465E+018,@SuPriyoBabul are you the victim of #PegasusSnoopgate . Even being an MP you have to abet from the MP post without any retaliation ?,en
1.4170904630272E+018,"#PegasusSnoopgate  This is interesting.   Modi’s new Minister of communications, electronics and IT &amp; Railways was also under surveillance by Pegasus.  Ironically, it was him who defended government today that there is no illegal surveillance.     https://t.co/aTz7TH27ru",en
1.41736033565732E+018,"#PegasusProject  #PegasusSnoopgate  बड़ी हैरानी की बात है की लिस्ट में बुरखा, अयूब, राजदीप, सबा का नाम नहीं है लेकिन खानसामा और माली के नाम है। 21 तोपों की सलामी जिसने ये रिपोर्ट और लिस्ट बनाई।",hi
1.41710754651973E+018,A quick #Thread on how various Malayalam dailies and Kochi editions of major English newspapers covered the #PegasusSnoopgate today,en
1.41737203685113E+018,#PegasusSnoopgate #PegasusProject  #Pegasus  #RajyaSabha  #Opposition  The Supreme Court of India MUST take suo moto cognizance and reopen RS MP Ranjan Gogois sexual harassment investigation. @AmitShah All his retirement privileges must be removed and he shd be sacked from the RS,en
1.41737802351966E+018,#पेगासस_जासूसी_कांड पर मायावती जी ने उठाए बीजेपी सरकार पर सवाल  @Mayawati #PegasusSnoopgate #Pegasus  https://t.co/kFGV8f0JGi,hi
1.41703944870596E+018,Before : Bhagwan Sab Dekh Rhe Now : Modi Ji Sab Dekh Rhe #Pegasus #PegasusProject #PegasusSnoopgate,hi
1.41699536004875E+018,"खतरा आपको इससे है, खतरा आपको उससे है- बोल बोल कर सत्ता हथिया ली।  असल मे खतरा इन्ही से है, अब आपको और हम सबको मिलकर इस खतरे से पीछा छुड़ाना है- देश को इन खतरनाक लोगों से बचाना है।  #PegasusSnoopgate #Pegasus  https://t.co/v5sIxjWTqY",hi
1.42468306057911E+018,"Defence Ministry in a written reply to a question raised in the Rajya Sabha, says Ministry of Defence has not had any transaction with NSO Group Technologies #PegasusSnoopgate #Pegasus @DefenceMinIndia",en
1.41851941680372E+018,"देश को गुलाम बनाने की तैयारी जोरो से चल रहा हैं, मगर याद रखे मोदी और शाह जब इस देश के लोग गोरो से देश को आजाद करवा सकते है। तो तुम्हारे जैसे माफ़ीनामा लिखने वाले से क्यों नहीं..? अपने लोगों की जासूसी करते हो जरा भी शर्म नहीं आता।  #PegasusSnoopgate",hi
1.41847681441498E+018,मैं लगातार कह रहा हूं कि राफेल डील में बड़ा घोटाला हुआ है।  अब सच सामने आने लगा है। फ्रांस में जांच शुरू हो चुकी है।  आप देखेंगे कि इसमें सीधा प्रधानमंत्री का नाम आएगा - श्री @RahulGandhi  #PegasusSnoopgate  https://t.co/XPHCOYj1mz,hi
1.41846666498366E+018,यक़ीन मानिए इस लिस्ट में LK Adwani जी का नाम नहीं मिलेगा।  #PegasusSnoopgate,hi
1.41712728496047E+018,"Can any one confirm whether #PegasusSnoopgate list contains names of France Court Judges, Political Leaders and Investigation officers are been snooped by GoI after #RafaleDeal was open for scrutiny? @AyushForIndia @anuragteddy @srivatsayb @SpiritOfCongres @PriaINC",en
1.41753551803263E+018,"सवालों के जवाब देने की बजाए BJP सवाल करने वालों पर ही सवाल खड़े करने लगती है और बच निकलने की नाकामयाब कोशिश करती है। इस बार भी ऐसा ही करते हुए दिख रही है BJP, पर संसद सत्र के चलते जवाब दिए बिना बच पाना आसान ना होगा मोदी_शाह की जोड़ी के लिए। #BhartiyaJasoosParty #PegasusSnoopgate",hi
1.41731132442657E+018,#PegasusSnoopgate Timing before parliament session. Coincidence. Seriously @INCIndia thinks people are idiots.,en
1.41866000840165E+018,"1. POTENTIAL"" targets -- a whole section of media, govt reps, party spokespersons have found such faith in the word as if their life depends on it. #PegasusSnoopgate",en
1.41714713265867E+018,इतना हि शौक था जासूसी करणे का तो पाकिस्तान के प्रधानमंत्री या चीन के प्रधानमंत्री कर लेते. शायद उसका उपयोग चीन के लदाख बोर्डर पर किये हमले से बचा जा सकता था. और हमारे ४० जवानों पुलवामा हमले से बचाया जा सकता था.  #PegasusSnoopgate #PegasusProject #BhartiyaJasoosParty,hi
1.41820354319909E+018,Catch your bite-sized Daily News Update in a flash.  #SupremeCourt #BombayHighCourt #MadhyaPradesh #AndhraPradesh #Denmark #PegasusSnoopgate #CBI #AnilDeshmukh #BSP #Amaravathi #Insurance #COVID19 #currentaffairs #dailybites #legalnews #legalupdate  https://t.co/BCij83py8X,en
1.41715777768057E+018,I thought we could talk about #PegasusSnoopgate  but then it is laughable. Humara level alag hai 😭,en
1.42107034865769E+018,पेगॅसस हेरगिरी प्रकरण; फ्रान्सच्या अधिकाऱ्यांनी केला मोठा खुलासा   https://t.co/wEBkiHOoLL #PegasusSnoopgate #PegasusProject #PegasusSpyware #France,mr
1.41710749615026E+018,"Koi Ravi Shanker prasad ko roko, Pure ander ke bhed khol raha hai.  #PegasusSnoopgate",hi
1.41914122771106E+018,Govt officials world over among 1.4k WhatsApp users targeted: CEO  @WhatsApp CEO Will Cathcart disclosed the new details about individuals who were targeted in the attack after revelations this week by the Pegasus Project.  #PegasusProject #WhatsApp #Pegasus #PegasusSnoopgate  https://t.co/aOwGrTBeQ8,en
